,stock.id,species,stock,region,sub.region,broodYr,spawn,rec
4322,301,Chum,Willapa Bay,Outside WA,Outside WA,1986,34040,34130
4323,301,Chum,Willapa Bay,Outside WA,Outside WA,1987,31884,45389
4324,301,Chum,Willapa Bay,Outside WA,Outside WA,1988,61947,136550
4325,301,Chum,Willapa Bay,Outside WA,Outside WA,1989,17056,21186
4326,301,Chum,Willapa Bay,Outside WA,Outside WA,1990,17762,26881
4327,301,Chum,Willapa Bay,Outside WA,Outside WA,1991,33959,22961
4328,301,Chum,Willapa Bay,Outside WA,Outside WA,1992,37068,27331
4329,301,Chum,Willapa Bay,Outside WA,Outside WA,1993,31017,26297
4330,301,Chum,Willapa Bay,Outside WA,Outside WA,1994,30526,78988
4331,301,Chum,Willapa Bay,Outside WA,Outside WA,1995,24695,17741
4332,301,Chum,Willapa Bay,Outside WA,Outside WA,1996,20011,49863
4333,301,Chum,Willapa Bay,Outside WA,Outside WA,1997,33314,50376
4334,301,Chum,Willapa Bay,Outside WA,Outside WA,1998,65101,60487
4335,301,Chum,Willapa Bay,Outside WA,Outside WA,1999,24512,131968
4336,301,Chum,Willapa Bay,Outside WA,Outside WA,2000,40030,99668
4337,301,Chum,Willapa Bay,Outside WA,Outside WA,2001,29389,32968
4338,301,Chum,Willapa Bay,Outside WA,Outside WA,2002,59243,24678
4339,301,Chum,Willapa Bay,Outside WA,Outside WA,2003,47347,17352
4340,301,Chum,Willapa Bay,Outside WA,Outside WA,2004,84021,13158
4341,301,Chum,Willapa Bay,Outside WA,Outside WA,2005,11924,8486
4342,302,Chum,Grays Harbour,Outside WA,Outside WA,1969,11150,46156
4343,302,Chum,Grays Harbour,Outside WA,Outside WA,1970,15700,39290
4344,302,Chum,Grays Harbour,Outside WA,Outside WA,1971,10250,16839
4345,302,Chum,Grays Harbour,Outside WA,Outside WA,1972,8000,48667
4346,302,Chum,Grays Harbour,Outside WA,Outside WA,1973,12350,7510
4347,302,Chum,Grays Harbour,Outside WA,Outside WA,1974,8300,43044
4348,302,Chum,Grays Harbour,Outside WA,Outside WA,1975,11750,2178
4349,302,Chum,Grays Harbour,Outside WA,Outside WA,1976,11650,22333
4350,302,Chum,Grays Harbour,Outside WA,Outside WA,1977,21000,56898
4351,302,Chum,Grays Harbour,Outside WA,Outside WA,1978,11000,100065
4352,302,Chum,Grays Harbour,Outside WA,Outside WA,1980,24700,32665
4353,302,Chum,Grays Harbour,Outside WA,Outside WA,1981,18050,56232
4354,302,Chum,Grays Harbour,Outside WA,Outside WA,1982,35100,75031
4355,302,Chum,Grays Harbour,Outside WA,Outside WA,1983,21000,19314
4356,302,Chum,Grays Harbour,Outside WA,Outside WA,1984,23700,193488
4357,302,Chum,Grays Harbour,Outside WA,Outside WA,1985,31300,10371
4358,302,Chum,Grays Harbour,Outside WA,Outside WA,1986,19550,13888
4359,302,Chum,Grays Harbour,Outside WA,Outside WA,1987,9475,34257
4360,302,Chum,Grays Harbour,Outside WA,Outside WA,1988,62175,108438
4361,302,Chum,Grays Harbour,Outside WA,Outside WA,1989,9080,25044
4362,302,Chum,Grays Harbour,Outside WA,Outside WA,1990,8972,24951
4363,302,Chum,Grays Harbour,Outside WA,Outside WA,1991,17936,9412
4364,302,Chum,Grays Harbour,Outside WA,Outside WA,1992,38300,21441
4365,302,Chum,Grays Harbour,Outside WA,Outside WA,1993,21059,18391
4366,302,Chum,Grays Harbour,Outside WA,Outside WA,1994,24592,32484
4367,302,Chum,Grays Harbour,Outside WA,Outside WA,1995,12616,7539
4368,302,Chum,Grays Harbour,Outside WA,Outside WA,1996,12413,16322
4369,302,Chum,Grays Harbour,Outside WA,Outside WA,1997,13456,25762
4370,302,Chum,Grays Harbour,Outside WA,Outside WA,1998,35188,36167
4371,302,Chum,Grays Harbour,Outside WA,Outside WA,1999,12260,81679
4372,302,Chum,Grays Harbour,Outside WA,Outside WA,2000,8936,29121
4373,302,Chum,Grays Harbour,Outside WA,Outside WA,2001,24898,22854
4374,302,Chum,Grays Harbour,Outside WA,Outside WA,2002,56175,16856
4375,302,Chum,Grays Harbour,Outside WA,Outside WA,2003,37947,9195
4376,302,Chum,Grays Harbour,Outside WA,Outside WA,2004,17115,6434
4377,302,Chum,Grays Harbour,Outside WA,Outside WA,2005,13058,18156
4378,303,Chum,S Sound Summer,Inside WA,Inside WA,1968,22007,128509
4379,303,Chum,S Sound Summer,Inside WA,Inside WA,1969,3439,41801
4380,303,Chum,S Sound Summer,Inside WA,Inside WA,1970,5410,29271
4381,303,Chum,S Sound Summer,Inside WA,Inside WA,1971,4809,13755
4382,303,Chum,S Sound Summer,Inside WA,Inside WA,1972,33523,74853
4383,303,Chum,S Sound Summer,Inside WA,Inside WA,1973,9643,10407
4384,303,Chum,S Sound Summer,Inside WA,Inside WA,1974,19729,13737
4385,303,Chum,S Sound Summer,Inside WA,Inside WA,1975,5803,5537
4386,303,Chum,S Sound Summer,Inside WA,Inside WA,1976,32743,7693
4387,303,Chum,S Sound Summer,Inside WA,Inside WA,1977,3835,22230
4388,303,Chum,S Sound Summer,Inside WA,Inside WA,1978,5875,4837
4389,303,Chum,S Sound Summer,Inside WA,Inside WA,1979,1005,5448
4390,303,Chum,S Sound Summer,Inside WA,Inside WA,1980,7555,15112
4391,303,Chum,S Sound Summer,Inside WA,Inside WA,1981,6294,10129
4392,303,Chum,S Sound Summer,Inside WA,Inside WA,1982,4089,19455
4393,303,Chum,S Sound Summer,Inside WA,Inside WA,1983,1769,16976
4394,303,Chum,S Sound Summer,Inside WA,Inside WA,1984,8034,91579
4395,303,Chum,S Sound Summer,Inside WA,Inside WA,1985,4022,43916
4396,303,Chum,S Sound Summer,Inside WA,Inside WA,1986,10019,61065
4397,303,Chum,S Sound Summer,Inside WA,Inside WA,1987,19058,28878
4398,303,Chum,S Sound Summer,Inside WA,Inside WA,1988,31282,150290
4399,303,Chum,S Sound Summer,Inside WA,Inside WA,1989,7424,31869
4400,303,Chum,S Sound Summer,Inside WA,Inside WA,1990,14385,69011
4401,303,Chum,S Sound Summer,Inside WA,Inside WA,1991,12181,7443
4402,303,Chum,S Sound Summer,Inside WA,Inside WA,1992,27760,177629
4403,303,Chum,S Sound Summer,Inside WA,Inside WA,1993,33177,17264
4404,303,Chum,S Sound Summer,Inside WA,Inside WA,1994,54391,54084
4405,303,Chum,S Sound Summer,Inside WA,Inside WA,1995,55179,50147
4406,303,Chum,S Sound Summer,Inside WA,Inside WA,1996,114316,47511
4407,303,Chum,S Sound Summer,Inside WA,Inside WA,1997,16001,56728
4408,303,Chum,S Sound Summer,Inside WA,Inside WA,1998,80404,75504
4409,303,Chum,S Sound Summer,Inside WA,Inside WA,1999,23461,42462
4410,303,Chum,S Sound Summer,Inside WA,Inside WA,2000,27705,202160
4411,303,Chum,S Sound Summer,Inside WA,Inside WA,2001,62821,30102
4412,303,Chum,S Sound Summer,Inside WA,Inside WA,2002,46798,78677
4413,303,Chum,S Sound Summer,Inside WA,Inside WA,2003,45945,51970
4414,303,Chum,S Sound Summer,Inside WA,Inside WA,2004,120782,42583
4415,304,Chum,S Sound Fall,Inside WA,Inside WA,1968,46975,327937
4416,304,Chum,S Sound Fall,Inside WA,Inside WA,1969,35602,151088
4417,304,Chum,S Sound Fall,Inside WA,Inside WA,1970,41655,177181
4418,304,Chum,S Sound Fall,Inside WA,Inside WA,1971,43698,101659
4419,304,Chum,S Sound Fall,Inside WA,Inside WA,1972,65211,101964
4420,304,Chum,S Sound Fall,Inside WA,Inside WA,1973,55301,293524
4421,304,Chum,S Sound Fall,Inside WA,Inside WA,1974,99537,296198
4422,304,Chum,S Sound Fall,Inside WA,Inside WA,1975,31104,100749
4423,304,Chum,S Sound Fall,Inside WA,Inside WA,1976,53313,62192
4424,304,Chum,S Sound Fall,Inside WA,Inside WA,1977,54084,379119
4425,304,Chum,S Sound Fall,Inside WA,Inside WA,1978,105465,107106
4426,304,Chum,S Sound Fall,Inside WA,Inside WA,1979,18750,233700
4427,304,Chum,S Sound Fall,Inside WA,Inside WA,1980,85454,102442
4428,304,Chum,S Sound Fall,Inside WA,Inside WA,1981,43268,313764
4429,304,Chum,S Sound Fall,Inside WA,Inside WA,1982,31149,212998
4430,304,Chum,S Sound Fall,Inside WA,Inside WA,1983,36686,237140
4431,304,Chum,S Sound Fall,Inside WA,Inside WA,1984,73317,452560
4432,304,Chum,S Sound Fall,Inside WA,Inside WA,1985,99351,176063
4433,304,Chum,S Sound Fall,Inside WA,Inside WA,1986,89809,325907
4434,304,Chum,S Sound Fall,Inside WA,Inside WA,1987,153538,144860
4435,304,Chum,S Sound Fall,Inside WA,Inside WA,1988,93893,520249
4436,304,Chum,S Sound Fall,Inside WA,Inside WA,1989,47908,158982
4437,304,Chum,S Sound Fall,Inside WA,Inside WA,1990,106807,529139
4438,304,Chum,S Sound Fall,Inside WA,Inside WA,1991,82943,193974
4439,304,Chum,S Sound Fall,Inside WA,Inside WA,1992,138805,735924
4440,304,Chum,S Sound Fall,Inside WA,Inside WA,1993,133691,133065
4441,304,Chum,S Sound Fall,Inside WA,Inside WA,1994,237123,299491
4442,304,Chum,S Sound Fall,Inside WA,Inside WA,1995,200592,457066
4443,304,Chum,S Sound Fall,Inside WA,Inside WA,1996,329074,263613
4444,304,Chum,S Sound Fall,Inside WA,Inside WA,1997,69872,395768
4445,304,Chum,S Sound Fall,Inside WA,Inside WA,1998,367456,951197
4446,304,Chum,S Sound Fall,Inside WA,Inside WA,1999,149638,805864
4447,304,Chum,S Sound Fall,Inside WA,Inside WA,2000,95136,837397
4448,304,Chum,S Sound Fall,Inside WA,Inside WA,2001,274278,370715
4449,304,Chum,S Sound Fall,Inside WA,Inside WA,2002,262335,430803
4450,304,Chum,S Sound Fall,Inside WA,Inside WA,2003,262203,1113891
4451,304,Chum,S Sound Fall,Inside WA,Inside WA,2004,311832,469918
4452,304,Chum,S Sound Fall,Inside WA,Inside WA,2005,131369,324236
4453,305,Chum,S Sound Winter,Inside WA,Inside WA,1968,27553,70081
4454,305,Chum,S Sound Winter,Inside WA,Inside WA,1969,20292,41947
4455,305,Chum,S Sound Winter,Inside WA,Inside WA,1970,34068,65156
4456,305,Chum,S Sound Winter,Inside WA,Inside WA,1971,9937,18352
4457,305,Chum,S Sound Winter,Inside WA,Inside WA,1972,34388,30412
4458,305,Chum,S Sound Winter,Inside WA,Inside WA,1973,29825,66738
4459,305,Chum,S Sound Winter,Inside WA,Inside WA,1974,34676,45413
4460,305,Chum,S Sound Winter,Inside WA,Inside WA,1975,9936,47754
4461,305,Chum,S Sound Winter,Inside WA,Inside WA,1976,23311,25339
4462,305,Chum,S Sound Winter,Inside WA,Inside WA,1977,23590,100119
4463,305,Chum,S Sound Winter,Inside WA,Inside WA,1978,29608,37188
4464,305,Chum,S Sound Winter,Inside WA,Inside WA,1979,22613,41419
4465,305,Chum,S Sound Winter,Inside WA,Inside WA,1980,41015,58843
4466,305,Chum,S Sound Winter,Inside WA,Inside WA,1981,31326,56758
4467,305,Chum,S Sound Winter,Inside WA,Inside WA,1982,30573,38728
4468,305,Chum,S Sound Winter,Inside WA,Inside WA,1983,14013,104537
4469,305,Chum,S Sound Winter,Inside WA,Inside WA,1984,33726,130566
4470,305,Chum,S Sound Winter,Inside WA,Inside WA,1985,26068,62715
4471,305,Chum,S Sound Winter,Inside WA,Inside WA,1986,21826,77580
4472,305,Chum,S Sound Winter,Inside WA,Inside WA,1987,73990,30066
4473,305,Chum,S Sound Winter,Inside WA,Inside WA,1988,42681,38803
4474,305,Chum,S Sound Winter,Inside WA,Inside WA,1989,28185,16171
4475,305,Chum,S Sound Winter,Inside WA,Inside WA,1990,15990,116244
4476,305,Chum,S Sound Winter,Inside WA,Inside WA,1991,30727,25782
4477,305,Chum,S Sound Winter,Inside WA,Inside WA,1992,8093,61294
4478,305,Chum,S Sound Winter,Inside WA,Inside WA,1993,22905,9158
4479,305,Chum,S Sound Winter,Inside WA,Inside WA,1994,72951,78181
4480,305,Chum,S Sound Winter,Inside WA,Inside WA,1995,23369,16302
4481,305,Chum,S Sound Winter,Inside WA,Inside WA,1996,20000,21149
4482,305,Chum,S Sound Winter,Inside WA,Inside WA,1997,7371,15321
4483,305,Chum,S Sound Winter,Inside WA,Inside WA,1998,70733,350438
4484,305,Chum,S Sound Winter,Inside WA,Inside WA,1999,13504,38917
4485,305,Chum,S Sound Winter,Inside WA,Inside WA,2000,4887,58722
4486,305,Chum,S Sound Winter,Inside WA,Inside WA,2001,128111,130291
4487,305,Chum,S Sound Winter,Inside WA,Inside WA,2002,187999,35280
4488,305,Chum,S Sound Winter,Inside WA,Inside WA,2003,35698,67665
4489,305,Chum,S Sound Winter,Inside WA,Inside WA,2004,76634,96447
4490,305,Chum,S Sound Winter,Inside WA,Inside WA,2005,36759,69548
4491,306,Chum,Hood Canal,Inside WA,Inside WA,1968,47801,111005
4492,306,Chum,Hood Canal,Inside WA,Inside WA,1969,30070,53941
4493,306,Chum,Hood Canal,Inside WA,Inside WA,1970,41699,89814
4494,306,Chum,Hood Canal,Inside WA,Inside WA,1971,41138,54909
4495,306,Chum,Hood Canal,Inside WA,Inside WA,1972,41602,64226
4496,306,Chum,Hood Canal,Inside WA,Inside WA,1973,27870,124108
4497,306,Chum,Hood Canal,Inside WA,Inside WA,1974,52223,277256
4498,306,Chum,Hood Canal,Inside WA,Inside WA,1975,16265,121037
4499,306,Chum,Hood Canal,Inside WA,Inside WA,1976,48079,37185
4500,306,Chum,Hood Canal,Inside WA,Inside WA,1977,26074,144086
4501,306,Chum,Hood Canal,Inside WA,Inside WA,1978,79156,52361
4502,306,Chum,Hood Canal,Inside WA,Inside WA,1979,14323,57734
4503,306,Chum,Hood Canal,Inside WA,Inside WA,1980,21672,62694
4504,306,Chum,Hood Canal,Inside WA,Inside WA,1981,14310,239003
4505,306,Chum,Hood Canal,Inside WA,Inside WA,1982,12133,132399
4506,306,Chum,Hood Canal,Inside WA,Inside WA,1983,7120,246068
4507,306,Chum,Hood Canal,Inside WA,Inside WA,1984,22751,171830
4508,306,Chum,Hood Canal,Inside WA,Inside WA,1985,50909,177495
4509,306,Chum,Hood Canal,Inside WA,Inside WA,1986,29548,106339
4510,306,Chum,Hood Canal,Inside WA,Inside WA,1987,24483,112422
4511,306,Chum,Hood Canal,Inside WA,Inside WA,1988,30703,354123
4512,306,Chum,Hood Canal,Inside WA,Inside WA,1989,24872,305796
4513,306,Chum,Hood Canal,Inside WA,Inside WA,1990,20811,217331
4514,306,Chum,Hood Canal,Inside WA,Inside WA,1991,44745,103528
4515,306,Chum,Hood Canal,Inside WA,Inside WA,1992,96382,638817
4516,306,Chum,Hood Canal,Inside WA,Inside WA,1993,67770,173856
4517,306,Chum,Hood Canal,Inside WA,Inside WA,1994,151821,184122
4518,306,Chum,Hood Canal,Inside WA,Inside WA,1995,119344,119041
4519,306,Chum,Hood Canal,Inside WA,Inside WA,1996,251803,56333
4520,306,Chum,Hood Canal,Inside WA,Inside WA,1997,53492,159727
4521,306,Chum,Hood Canal,Inside WA,Inside WA,1998,101631,380506
4522,306,Chum,Hood Canal,Inside WA,Inside WA,1999,33924,431296
4523,306,Chum,Hood Canal,Inside WA,Inside WA,2000,37131,579703
4524,306,Chum,Hood Canal,Inside WA,Inside WA,2001,103713,282729
4525,306,Chum,Hood Canal,Inside WA,Inside WA,2002,173037,361083
4526,306,Chum,Hood Canal,Inside WA,Inside WA,2003,148512,260384
4527,306,Chum,Hood Canal,Inside WA,Inside WA,2004,168126,188713
4528,306,Chum,Hood Canal,Inside WA,Inside WA,2005,47598,132744
4529,307,Chum,Port Susan,Inside WA,Inside WA,1968,39260,74483
4530,307,Chum,Port Susan,Inside WA,Inside WA,1969,27500,30367
4531,307,Chum,Port Susan,Inside WA,Inside WA,1970,75223,63610
4532,307,Chum,Port Susan,Inside WA,Inside WA,1971,17790,22780
4533,307,Chum,Port Susan,Inside WA,Inside WA,1972,32751,90167
4534,307,Chum,Port Susan,Inside WA,Inside WA,1973,16200,39740
4535,307,Chum,Port Susan,Inside WA,Inside WA,1974,56110,117613
4536,307,Chum,Port Susan,Inside WA,Inside WA,1975,9774,13143
4537,307,Chum,Port Susan,Inside WA,Inside WA,1976,43325,59248
4538,307,Chum,Port Susan,Inside WA,Inside WA,1977,28730,65377
4539,307,Chum,Port Susan,Inside WA,Inside WA,1978,98504,263861
4540,307,Chum,Port Susan,Inside WA,Inside WA,1979,7877,13175
4541,307,Chum,Port Susan,Inside WA,Inside WA,1980,42701,71045
4542,307,Chum,Port Susan,Inside WA,Inside WA,1981,21325,215181
4543,307,Chum,Port Susan,Inside WA,Inside WA,1982,108074,326011
4544,307,Chum,Port Susan,Inside WA,Inside WA,1983,9014,73181
4545,307,Chum,Port Susan,Inside WA,Inside WA,1984,87841,453414
4546,307,Chum,Port Susan,Inside WA,Inside WA,1985,125704,60179
4547,307,Chum,Port Susan,Inside WA,Inside WA,1986,145866,252467
4548,307,Chum,Port Susan,Inside WA,Inside WA,1987,45714,54349
4549,307,Chum,Port Susan,Inside WA,Inside WA,1988,149010,180727
4550,307,Chum,Port Susan,Inside WA,Inside WA,1989,15618,58364
4551,307,Chum,Port Susan,Inside WA,Inside WA,1990,67811,329372
4552,307,Chum,Port Susan,Inside WA,Inside WA,1991,23220,52003
4553,307,Chum,Port Susan,Inside WA,Inside WA,1992,69250,212647
4554,307,Chum,Port Susan,Inside WA,Inside WA,1993,20573,27650
4555,307,Chum,Port Susan,Inside WA,Inside WA,1994,237889,151711
4556,307,Chum,Port Susan,Inside WA,Inside WA,1995,49436,207774
4557,307,Chum,Port Susan,Inside WA,Inside WA,1996,146771,56448
4558,307,Chum,Port Susan,Inside WA,Inside WA,1997,11228,37693
4559,307,Chum,Port Susan,Inside WA,Inside WA,1998,234404,654809
4560,307,Chum,Port Susan,Inside WA,Inside WA,1999,87862,237172
4561,307,Chum,Port Susan,Inside WA,Inside WA,2000,34352,160222
4562,307,Chum,Port Susan,Inside WA,Inside WA,2001,76488,125827
4563,307,Chum,Port Susan,Inside WA,Inside WA,2002,370502,347181
4564,307,Chum,Port Susan,Inside WA,Inside WA,2003,162245,112777
4565,307,Chum,Port Susan,Inside WA,Inside WA,2004,197287,86768
4566,307,Chum,Port Susan,Inside WA,Inside WA,2005,33600,54326
4567,308,Chum,Skagit,Inside WA,Inside WA,1968,44049,179282
4568,308,Chum,Skagit,Inside WA,Inside WA,1969,22393,84704
4569,308,Chum,Skagit,Inside WA,Inside WA,1970,127588,148369
4570,308,Chum,Skagit,Inside WA,Inside WA,1971,48827,48324
4571,308,Chum,Skagit,Inside WA,Inside WA,1972,144732,134853
4572,308,Chum,Skagit,Inside WA,Inside WA,1973,83497,48137
4573,308,Chum,Skagit,Inside WA,Inside WA,1974,160248,213874
4574,308,Chum,Skagit,Inside WA,Inside WA,1975,15762,43009
4575,308,Chum,Skagit,Inside WA,Inside WA,1976,93000,117787
4576,308,Chum,Skagit,Inside WA,Inside WA,1977,36000,77427
4577,308,Chum,Skagit,Inside WA,Inside WA,1978,132895,292632
4578,308,Chum,Skagit,Inside WA,Inside WA,1979,23513,22023
4579,308,Chum,Skagit,Inside WA,Inside WA,1980,19425,35363
4580,308,Chum,Skagit,Inside WA,Inside WA,1981,16939,95995
4581,308,Chum,Skagit,Inside WA,Inside WA,1982,142541,381366
4582,308,Chum,Skagit,Inside WA,Inside WA,1983,3932,23593
4583,308,Chum,Skagit,Inside WA,Inside WA,1984,46817,185672
4584,308,Chum,Skagit,Inside WA,Inside WA,1985,45190,25219
4585,308,Chum,Skagit,Inside WA,Inside WA,1986,81869,322086
4586,308,Chum,Skagit,Inside WA,Inside WA,1987,42853,33928
4587,308,Chum,Skagit,Inside WA,Inside WA,1988,119791,203829
4588,308,Chum,Skagit,Inside WA,Inside WA,1989,13904,32751
4589,308,Chum,Skagit,Inside WA,Inside WA,1990,110567,304243
4590,308,Chum,Skagit,Inside WA,Inside WA,1991,22000,27208
4591,308,Chum,Skagit,Inside WA,Inside WA,1992,95940,144440
4592,308,Chum,Skagit,Inside WA,Inside WA,1993,16673,17450
4593,308,Chum,Skagit,Inside WA,Inside WA,1994,121775,130375
4594,308,Chum,Skagit,Inside WA,Inside WA,1995,38666,49278
4595,308,Chum,Skagit,Inside WA,Inside WA,1996,74474,56905
4596,308,Chum,Skagit,Inside WA,Inside WA,1997,14392,53817
4597,308,Chum,Skagit,Inside WA,Inside WA,1998,120850,432486
4598,308,Chum,Skagit,Inside WA,Inside WA,1999,34311,56377
4599,308,Chum,Skagit,Inside WA,Inside WA,2000,22321,164513
4600,308,Chum,Skagit,Inside WA,Inside WA,2001,72980,44931
4601,308,Chum,Skagit,Inside WA,Inside WA,2002,209478,220263
4602,308,Chum,Skagit,Inside WA,Inside WA,2003,17629,33463
4603,308,Chum,Skagit,Inside WA,Inside WA,2004,149700,32089
4604,308,Chum,Skagit,Inside WA,Inside WA,2005,34000,29396
4605,309,Chum,Bellingham,Inside WA,Inside WA,1968,10684,39806
4606,309,Chum,Bellingham,Inside WA,Inside WA,1969,26459,34028
4607,309,Chum,Bellingham,Inside WA,Inside WA,1970,33404,21582
4608,309,Chum,Bellingham,Inside WA,Inside WA,1971,9208,11129
4609,309,Chum,Bellingham,Inside WA,Inside WA,1972,26727,31885
4610,309,Chum,Bellingham,Inside WA,Inside WA,1973,25825,46832
4611,309,Chum,Bellingham,Inside WA,Inside WA,1974,9589,36832
4612,309,Chum,Bellingham,Inside WA,Inside WA,1975,5976,29864
4613,309,Chum,Bellingham,Inside WA,Inside WA,1976,4847,13524
4614,309,Chum,Bellingham,Inside WA,Inside WA,1977,21233,88463
4615,309,Chum,Bellingham,Inside WA,Inside WA,1978,14622,106137
4616,309,Chum,Bellingham,Inside WA,Inside WA,1979,27333,51454
4617,309,Chum,Bellingham,Inside WA,Inside WA,1980,25242,92711
4618,309,Chum,Bellingham,Inside WA,Inside WA,1981,61938,175641
4619,309,Chum,Bellingham,Inside WA,Inside WA,1982,44172,85474
4620,309,Chum,Bellingham,Inside WA,Inside WA,1983,20899,68014
4621,309,Chum,Bellingham,Inside WA,Inside WA,1984,45960,108304
4622,309,Chum,Bellingham,Inside WA,Inside WA,1985,40349,37118
4623,309,Chum,Bellingham,Inside WA,Inside WA,1986,20298,81130
4624,309,Chum,Bellingham,Inside WA,Inside WA,1987,15836,44407
4625,309,Chum,Bellingham,Inside WA,Inside WA,1988,35206,72740
4626,309,Chum,Bellingham,Inside WA,Inside WA,1989,11668,66438
4627,309,Chum,Bellingham,Inside WA,Inside WA,1990,31087,156864
4628,309,Chum,Bellingham,Inside WA,Inside WA,1991,31303,61103
4629,309,Chum,Bellingham,Inside WA,Inside WA,1992,43283,69605
4630,309,Chum,Bellingham,Inside WA,Inside WA,1993,25304,52196
4631,309,Chum,Bellingham,Inside WA,Inside WA,1994,92157,75757
4632,309,Chum,Bellingham,Inside WA,Inside WA,1995,35856,102155
4633,309,Chum,Bellingham,Inside WA,Inside WA,1996,36010,24434
4634,309,Chum,Bellingham,Inside WA,Inside WA,1997,15123,64916
4635,309,Chum,Bellingham,Inside WA,Inside WA,1998,62682,101600
4636,309,Chum,Bellingham,Inside WA,Inside WA,1999,30393,128995
4637,309,Chum,Bellingham,Inside WA,Inside WA,2000,4604,58628
4638,309,Chum,Bellingham,Inside WA,Inside WA,2001,45410,56840
4639,309,Chum,Bellingham,Inside WA,Inside WA,2002,62263,63997
4640,309,Chum,Bellingham,Inside WA,Inside WA,2003,104127,50099
4641,309,Chum,Bellingham,Inside WA,Inside WA,2004,40758,23998
4642,309,Chum,Bellingham,Inside WA,Inside WA,2005,38997,31356
4643,310,Chum,Fraser,Fraser River,BC South,1959,152300,394311
4644,310,Chum,Fraser,Fraser River,BC South,1960,144782,400116
4645,310,Chum,Fraser,Fraser River,BC South,1961,103945,156513
4646,310,Chum,Fraser,Fraser River,BC South,1962,130357,315790
4647,310,Chum,Fraser,Fraser River,BC South,1963,192245,151652
4648,310,Chum,Fraser,Fraser River,BC South,1964,246741,1063849
4649,310,Chum,Fraser,Fraser River,BC South,1965,129484,491327
4650,310,Chum,Fraser,Fraser River,BC South,1966,360835,1009655
4651,310,Chum,Fraser,Fraser River,BC South,1967,213873,268774
4652,310,Chum,Fraser,Fraser River,BC South,1968,670528,1865063
4653,310,Chum,Fraser,Fraser River,BC South,1969,309245,1861496
4654,310,Chum,Fraser,Fraser River,BC South,1970,284275,435789
4655,310,Chum,Fraser,Fraser River,BC South,1971,290150,385429
4656,310,Chum,Fraser,Fraser River,BC South,1972,423290,1162286
4657,310,Chum,Fraser,Fraser River,BC South,1973,267105,736699
4658,310,Chum,Fraser,Fraser River,BC South,1974,350390,1446852
4659,310,Chum,Fraser,Fraser River,BC South,1975,191445,344975
4660,310,Chum,Fraser,Fraser River,BC South,1976,340542,902606
4661,310,Chum,Fraser,Fraser River,BC South,1977,599366,755063
4662,310,Chum,Fraser,Fraser River,BC South,1978,359065,641221
4663,310,Chum,Fraser,Fraser River,BC South,1979,255634,387246
4664,310,Chum,Fraser,Fraser River,BC South,1980,312141,329016
4665,310,Chum,Fraser,Fraser River,BC South,1981,435316,1338997
4666,310,Chum,Fraser,Fraser River,BC South,1982,320291,1799067
4667,310,Chum,Fraser,Fraser River,BC South,1983,364991,623637
4668,310,Chum,Fraser,Fraser River,BC South,1984,433266,987084
4669,310,Chum,Fraser,Fraser River,BC South,1985,1295255,695229
4670,310,Chum,Fraser,Fraser River,BC South,1986,972927,2040924
4671,310,Chum,Fraser,Fraser River,BC South,1987,398343,606707
4672,310,Chum,Fraser,Fraser River,BC South,1988,585317,1270881
4673,310,Chum,Fraser,Fraser River,BC South,1989,585552,1341783
4674,310,Chum,Fraser,Fraser River,BC South,1990,988875,1645552
4675,310,Chum,Fraser,Fraser River,BC South,1991,859274,1286122
4676,310,Chum,Fraser,Fraser River,BC South,1992,741618,988585
4677,311,Chum,BC South (no Fraser),BC South,BC South,1953,800625,1206646
4678,311,Chum,BC South (no Fraser),BC South,BC South,1954,988200,1834771
4679,311,Chum,BC South (no Fraser),BC South,BC South,1955,495250,1382516
4680,311,Chum,BC South (no Fraser),BC South,BC South,1956,439676,827371
4681,311,Chum,BC South (no Fraser),BC South,BC South,1957,920575,678383
4682,311,Chum,BC South (no Fraser),BC South,BC South,1958,1002950,661769
4683,311,Chum,BC South (no Fraser),BC South,BC South,1959,680950,644399
4684,311,Chum,BC South (no Fraser),BC South,BC South,1960,406145,601146
4685,311,Chum,BC South (no Fraser),BC South,BC South,1961,461354,214411
4686,311,Chum,BC South (no Fraser),BC South,BC South,1962,499277,547665
4687,311,Chum,BC South (no Fraser),BC South,BC South,1963,442075,550498
4688,311,Chum,BC South (no Fraser),BC South,BC South,1964,532525,1321900
4689,311,Chum,BC South (no Fraser),BC South,BC South,1965,197725,972557
4690,311,Chum,BC South (no Fraser),BC South,BC South,1966,519925,1327912
4691,311,Chum,BC South (no Fraser),BC South,BC South,1967,461082,350578
4692,311,Chum,BC South (no Fraser),BC South,BC South,1968,928273,2663833
4693,311,Chum,BC South (no Fraser),BC South,BC South,1969,604105,3017923
4694,311,Chum,BC South (no Fraser),BC South,BC South,1970,746606,1010218
4695,311,Chum,BC South (no Fraser),BC South,BC South,1971,281664,647204
4696,311,Chum,BC South (no Fraser),BC South,BC South,1972,1338569,1083731
4697,311,Chum,BC South (no Fraser),BC South,BC South,1973,1158806,846011
4698,311,Chum,BC South (no Fraser),BC South,BC South,1974,792812,1727652
4699,311,Chum,BC South (no Fraser),BC South,BC South,1975,371076,921301
4700,311,Chum,BC South (no Fraser),BC South,BC South,1976,538672,2546175
4701,311,Chum,BC South (no Fraser),BC South,BC South,1977,758139,1715022
